index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile
10560,F,N,Y,1,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,2,2,8
10561,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,8
10562,M,Y,Y,1,360000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,0,9
10563,F,N,N,0,135000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,1,8
10564,F,Y,Y,1,1575000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,2,2,9
10565,F,Y,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,0,9
10566,M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,2,8
10567,F,Y,N,0,652500,Working,Higher education,Single / not married,House / apartment,1,1,1,1,Managers,1,2,9
10568,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,5
10569,F,N,N,2,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,Medicine staff,4,2,9
10570,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Sales staff,2,2,9
10571,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,9
10572,F,Y,Y,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,Managers,2,2,8
10573,F,Y,Y,1,315000,Working,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Core staff,2,2,9
10574,M,Y,N,0,81000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,2,6
10575,F,N,N,0,112500,Pensioner,Higher education,Single / not married,House / apartment,1,0,1,0,unemployed,1,2,7
10576,F,N,N,1,189000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,3,2,9
10577,F,Y,Y,0,135000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,8
10578,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,9
10579,F,N,N,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,1,1,0,1,Sales staff,1,2,8
10580,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,6
10581,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,2,2,5
10582,F,N,Y,0,292500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,9
10583,F,Y,Y,0,450000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,2,9
10584,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Cooking staff,2,0,8
10585,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,8
10586,F,N,Y,0,315000,Working,Higher education,Married,House / apartment,1,1,1,0,Accountants,2,2,9
10587,M,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,1,7
10588,F,Y,N,0,405000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,2,9
10589,F,N,N,0,360000,Commercial associate,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,9
10590,F,Y,N,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,3,0,6
10591,M,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,1,Core staff,2,1,9
10592,F,N,N,1,202500,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Accountants,3,2,9
10593,M,N,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,0,9
10594,M,Y,N,1,229500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,2,9
10595,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,3,2,7
10596,M,Y,N,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Drivers,2,2,9
10597,F,N,Y,0,247500,Working,Higher education,Married,House / apartment,1,0,0,1,Managers,2,2,9
10598,M,Y,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,5
10599,F,N,Y,0,135000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,0,8
10600,M,Y,Y,0,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,1,0,0,0,Laborers,2,2,8
10601,F,N,Y,1,337500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,3,1,9
10602,F,N,Y,1,675000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Sales staff,3,2,9
10603,F,N,Y,1,382500,State servant,Higher education,Single / not married,With parents,1,0,0,0,Managers,2,1,9
10604,F,Y,Y,0,166500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,8
10605,F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,9
10606,M,N,Y,0,54000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,4
10607,F,N,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3,2,8
10608,F,N,N,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
10609,M,N,Y,2,225000,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Core staff,4,2,9
10610,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,Private service staff,4,2,8
10611,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,9
10612,F,N,N,0,135000,Commercial associate,Higher education,Married,With parents,1,0,0,1,Core staff,2,2,8
10613,F,N,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,0,Sales staff,1,1,9
10614,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1,1,0,0,Laborers,1,0,8
10615,F,N,Y,0,60376.5,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Sales staff,1,2,5
10616,M,N,N,0,157500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,0,0,Waiters/barmen staff,2,0,8
10617,F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,unemployed,1,2,8
10618,F,Y,Y,0,225000,Working,Higher education,Separated,Rented apartment,1,1,0,0,unemployed,1,2,9
10619,M,Y,N,0,315000,Working,Incomplete higher,Civil marriage,Office apartment,1,0,1,0,unemployed,2,2,9
10620,F,N,N,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,7
10621,F,N,Y,1,225000,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,2,0,9
10622,F,N,Y,0,247500,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,0,Laborers,1,1,9
10623,F,N,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,3,2,9
10624,M,N,N,0,337500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
10625,F,N,N,0,99000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,1,7
10626,M,N,N,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Laborers,2,2,9
10627,M,Y,N,2,292500,State servant,Secondary / secondary special,Married,With parents,1,0,1,0,Drivers,4,2,9
10628,F,N,Y,1,90000,Working,Higher education,Married,With parents,1,0,0,0,Cleaning staff,3,2,7
10629,F,Y,N,1,135000,Working,Higher education,Married,Municipal apartment,1,0,0,0,Managers,3,2,8
10630,F,Y,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,2,2,9
10631,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,1,8
10632,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
10633,F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,4,2,7
10634,F,N,Y,0,103500,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10635,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,8
10636,M,Y,N,1,225000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unemployed,2,2,9
10637,F,N,Y,0,180000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Private service staff,2,2,9
10638,F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,1,0,0,0,Managers,1,2,8
10639,F,N,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,1,1,1,Core staff,2,2,8
10640,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,2,7
10641,F,N,Y,1,265500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,3,2,9
10642,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Sales staff,1,2,8
10643,M,Y,N,0,360000,Commercial associate,Secondary / secondary special,Separated,With parents,1,1,1,0,Drivers,1,2,9
10644,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unemployed,2,1,8
10645,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,7
10646,F,N,Y,1,112500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Secretaries,2,2,7
10647,F,N,Y,1,90000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Laborers,3,0,7
10648,M,N,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,2,9
10649,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,1,9
10650,F,N,Y,0,166500,Working,Secondary / secondary special,Single / not married,With parents,1,0,0,1,Sales staff,1,2,8
10651,M,Y,N,1,247500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,1,9
10652,M,N,Y,0,193500,Commercial associate,Incomplete higher,Single / not married,House / apartment,1,0,0,0,Sales staff,1,2,9
10653,M,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,3,1,7
10654,M,Y,N,0,261000,Commercial associate,Incomplete higher,Civil marriage,With parents,1,0,0,0,Sales staff,2,1,9
10655,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,2,9
10656,F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Cooking staff,3,1,5
10657,F,N,N,0,90000,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Laborers,2,2,7
10658,F,N,Y,0,292500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,2,9
10659,F,Y,Y,1,315000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,Medicine staff,3,0,9
10660,F,N,Y,0,175500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,8
10661,F,N,Y,0,193500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,9
10662,F,N,Y,0,220500,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,0,Core staff,1,2,9
10663,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10664,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,1,Managers,2,2,9
10665,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Sales staff,1,2,7
10666,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
10667,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,2,8
10668,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10669,F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,1,5
10670,F,N,Y,0,157500,Working,Higher education,Married,House / apartment,1,0,0,1,Medicine staff,2,2,8
10671,F,Y,Y,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10672,F,N,N,1,225000,State servant,Higher education,Civil marriage,Municipal apartment,1,0,1,0,unemployed,3,0,9
10673,F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,9
10674,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unemployed,1,2,5
10675,F,N,Y,0,180000,State servant,Higher education,Married,House / apartment,1,1,0,0,High skill tech staff,2,2,9
10676,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,1,0,unemployed,1,2,9
10677,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10678,F,N,N,0,225000,State servant,Secondary / secondary special,Single / not married,Office apartment,1,0,0,0,unemployed,1,1,9
10679,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Laborers,1,2,8
10680,F,N,N,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,7
10681,F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,unemployed,2,2,9
10682,F,Y,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,6
10683,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,7
10684,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
10685,F,N,Y,0,132750,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,0,8
10686,F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,2,8
10687,F,N,Y,0,74700,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,5
10688,M,N,Y,0,157500,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,0,0,Security staff,1,0,8
10689,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,unemployed,2,1,8
10690,F,Y,Y,1,112500,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,1,Core staff,3,2,7
10691,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,2,7
10692,F,N,Y,0,103500,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,2,7
10693,F,N,Y,0,220500,Pensioner,Lower secondary,Married,House / apartment,1,0,0,0,unemployed,2,2,9
10694,F,N,N,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,1,8
10695,F,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,unemployed,2,1,7
10696,M,Y,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Laborers,2,2,9
10697,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
10698,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unemployed,1,0,5
10699,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,1,Sales staff,2,2,9
10700,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,1,8
10701,M,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,2,9
10702,F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,3,0,8
10703,M,N,N,0,180000,Commercial associate,Lower secondary,Married,House / apartment,1,0,1,0,Drivers,2,1,9
10704,F,N,Y,0,252000,State servant,Higher education,Widow,House / apartment,1,0,0,0,Managers,1,1,9
10705,M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,8
10706,M,N,Y,0,180000,Commercial associate,Higher education,Single / not married,With parents,1,0,1,0,High skill tech staff,1,2,9
10707,F,N,N,0,112500,Pensioner,Higher education,Single / not married,House / apartment,1,0,0,0,unemployed,1,1,7
10708,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,2,9
10709,F,N,Y,0,126000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,0,8
10710,F,N,Y,2,135000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,4,2,8
10711,M,Y,Y,2,254700,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,2,9
10712,F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,Office apartment,1,0,0,1,Waiters/barmen staff,1,2,8
10713,F,N,Y,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unemployed,1,1,6
